answer_md,category,question,url
Residents in welfare homes registered with the National Council of Social Service/ Ministry of Health/ Ministry of Social and Family Development will qualify for Workfare Income Supplement (WIS) if they meet all of the other [WIS eligibility criteria](/member/faq/growing-your-savings/workfare-for-lower-wage-workers/am-i-eligible-for-the-workfare-income-supplement--wis--scheme-).,workfare-for-lower-wage-workers,Do residents in welfare homes qualify for Workfare Income Supplement (WIS)?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/do-residents-in-welfare-homes-qualify-for-workfare-income-supple
"To ensure that Workfare Income Supplement (WIS) is targeted at recipients with limited access to household wealth, you will not qualify for WIS if:
o the assessable income of your spouse for the preceding Year of Assessment exceeds $70,000; or
o you and your spouse together own two or more properties.",workfare-for-lower-wage-workers,Why is my spouse's income and property ownership used to determine my eligibility for Workfare Income Supplement (WIS)?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/why-is-my-spouse-s-income-and-property-ownership-used-to-determi
"This is to allow potential Workfare Income Supplement (WIS) recipients to receive WIS earlier despite the time needed by the Inland Revenue Authority of Singapore (IRAS) for the processing and transmission of Assessable Income (AI) to the CPF Board.
The AI for the previous Year of Assessment (YOA) is used to assess one's WIS eligibility for the current year. E.g. we will use your spouse's AI for YOA 2021 to assess your eligibility for 2022 WIS.",workfare-for-lower-wage-workers,Why is my spouse's Assessable Income for the preceding Year of Assessment used to determine my Workfare Income Supplement (WIS) eligibility for the current work year?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/why-is-my-spouse-s-assessable-income-for-the-preceding-year-of-a
"We can only credit your Workfare payment to you via your PayNow- NRIC-linked bank account. NRIC is an unchanged proxy issued by the Government, compared to mobile numbers which may be easily changed. To ensure that the money is credited to the correct recipient, s bank account, only NRIC will be accepted as the proxy for government benefits via PayNow.
Eligible Singaporeans who have linked their NRIC to PayNow, with a PayNow-GIRO-participating bank, will receive the benefits in this bank account.",workfare-for-lower-wage-workers,My mobile number is already registered to my bank account on PayNow. Can the Government credit Workfare payments to me via PayNow-Mobile instead of via PayNow-NRIC?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/my-mobile-number-is-already-registered-to-my-bank-account-on-pay
"GovCash is a payment mode that allows Singapore citizens to withdraw their Government benefits in cash from over 500 OCBC ATMs located across Singapore. Singaporeans who prefer to seek assistance with their GovCash withdrawals can visit the ATMs located within OCBC's branches during operating hours, where OCBC Digital Ambassadors will be present to guide them. In addition, GovCash also allows recipients to use the scan-and-pay function and PayNow transfer option through the LifeSG mobile app.",workfare-for-lower-wage-workers,What is GovCash?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/what-is-govcash-
"To check your GovCash balance, please visit any OCBC ATMs with your 8-digit Payment Reference Number (PRN). Upon successful authentication, you will be able to view your GovCash balance. Alternatively, you may login to the LifeSG mobile app using your Singpass to view your GovCash balance and transaction history. You may refer to the [step-by-step guide](https://www.gstvoucher.gov.sg/files/GC%20insert%20AP.pdf) for detailed instructions.",workfare-for-lower-wage-workers,How do I check my GovCash balance?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/how-do-i-check-my-govcash-balance-
"Should the ATM be unable to verify your identity via Singpass Face Verification after repeated tries, you may visit a NEW ATM located at selected OCBC branches (refer to [OCBC website](https://www.ocbc.com/group/gateway) for latest list of NEW ATMs) during the branch operating hours, and OCBC's Digital Ambassadors will be available to assist you with your GovCash transactions.",workfare-for-lower-wage-workers,What should I do if my facial recognition at the ATM with GovCash functions is unsuccessful?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/what-should-i-do-if-my-facial-recognition-at-the-atm-with-govcas
"There are two options for you if you do not wish to receive your payments via GovCash:
**Option 1: Register for PayNow-NRIC-linked bank account**
We encourage you to register for PayNow-NRIC-linked bank account with your preferred bank. You may contact your bank for specific details on how to register your NRIC on PayNow.
If you have linked your NRIC to PayNow, your future cash payments (if any) will be automatically credited to your PayNow-NRIC-linked bank account. You may contact your bank to check if you are registered on PayNow-NRIC.
**Option 2:****Register your bank account details**
Alternatively, you can choose to receive your payments via crediting to your bank account. To do so, you may login to the [e-services](https://www.govpayouts.gov.sg/wf/workfare/login) using your Singpass, select , Bank Account Submission, ù and update your POSB/DBS, OCBC or UOB bank account details.",workfare-for-lower-wage-workers,What should I do if I do not want to receive my payments via GovCash?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/what-should-i-do-if-i-do-not-want-to-receive-my-payments-via-gov
"Currently, the minimum withdrawal amount at the ATMs is $10. Hence, GovCash withdrawals can also be made in $10 denominations. If the balance in your GovCash is less than $10, you can accumulate your balance monies before your next withdrawal. Alternatively, you can also transfer the balance to your PayNow NRIC-linked bank account or utilise them to make payments at any merchants with PayNow/NETS QR code, or transfer to your friends by scanning the PayNow QR code using the LifeSG mobile app. You may refer to the, [step-by-step guide](https://www.gstvoucher.gov.sg/files/GC%20insert%20AP.pdf), for detailed instructions.",workfare-for-lower-wage-workers,Why is the option to withdraw GovCash only available in $10 denominations and what can I do with my balance GovCash?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/why-can-withdrawals-be-made-only-in--10-denominations-and-what-c
"Other than providing a cash supplement to help lower-wage workers cope with their daily needs, it is also important that WIS helps them to build up their CPF savings for their healthcare and retirement needs. Furthermore, savings in the CPF accounts can earn an interest rate of up to 5% per annum if you are below 55, and up to 6% per annum if you are 55 and above.
Visit [here](https://www.cpf.gov.sg/member/growing-your-savings/earning-higher-returns/earning-attractive-interest?utm_source=fcb&utm_medium=vd&utm_campaign=bau) for more information on CPF interest rates., Terms and conditions apply.",workfare-for-lower-wage-workers,Why does the majority of the Workfare Income Supplement (WIS) payment take the form of CPF contributions?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/why-does-the-majority-of-the-workfare-income-supplement--wis--pa
"You will receive the cash portion of Workfare Income Supplement (WIS) via your PayNow-NRIC-linked bank account., To check your PayNow-NRIC-linked bank account details, please approach your bank.
If you do not have a PayNow-NRIC-linked bank account with a PayNow-GIRO-participating local or foreign bank in Singapore but have provided your DBS/POSB, OCBC or UOB bank account to the Government previously, you will receive your cash portion of WIS via bank transfer. You can check and update your bank account details registered with us by logging in to our [e-services](https://www.govpayouts.gov.sg/cds/ap/login) with your Singpass.
Otherwise, the amount will be credited to you via GovCash. GovCash is a payment mode that allows Singaporeans to receive their benefits from Government agencies more quickly and conveniently. You are encouraged to link your NRIC to PayNow with a PayNow-GIRO-participating local or foreign bank in Singapore to receive your benefits earlier\*.
\*If you have linked your NRIC number to your bank account after the 16th of the month or submitted your bank account details after the 14th of the month, your updates will only be effective in the following month.",workfare-for-lower-wage-workers,How will I receive the Workfare Income Supplement (WIS) payment?,https://www.cpf.gov.sg/member/faq/growing-your-savings/workfare-for-lower-wage-workers/how-will-i-receive-the-workfare-income-supplement--wis--payment-
